x,y,v,kappa
6.079273532432188,-1.1966228506510017,0.0,0.13686155002532674
6.178579175044336,-1.207277292338043,0.0,0.17132042796004443
6.2781317197072966,-1.2152091566299241,0.0,0.25833048461591956
6.37778597572729,-1.2217684640063045,0.0,0.46439290901897023
6.477621204706669,-1.2234983789515894,0.0,0.7573018998398184
6.577280677010562,-1.217725723463806,0.0,1.0829975798053249
6.67576134598297,-1.201628246794859,0.0,1.478864477957318
6.770668506320008,-1.1710432659067576,0.0,1.7862412200402367
6.858159933265365,-1.1232817917467517,0.0,1.8852825470630024
6.935182028523994,-1.059910355131857,0.0,1.9376342716287709
6.998914820196842,-0.983267201693954,0.0,1.9091628576517887
7.0453367807973715,-0.895091711723186,0.0,1.5625107441201647
7.077480895343361,-0.8006078481142134,0.0,1.0949805206597152
7.0997927740522755,-0.7033039508187038,0.0,0.7764970402617632
7.114616943835322,-0.6045608390144572,0.0,0.5623390487614677
7.123960851987283,-0.5051356504247434,0.0,0.3830868983157176
7.129528225353167,-0.4054193195492132,0.0,0.21503445542853217
7.132894136568049,-0.30560069437787263,0.0,0.029602104699096854
7.135865546213895,-0.20576902697551763,0.0,-0.14960458774725183
7.140646122864615,-0.1060116529568879,0.0,-0.17588927694041523
7.14817137691312,-0.006421698864941575,0.0,-0.07559729642820257
7.15541304626618,0.09318216419995756,0.0,-0.09849732970656055
7.163490762935102,0.19273048126568118,0.0,-0.18564864503919698
7.174099911188331,0.29203632725775935,0.0,-0.10485353298645528
7.186192420504249,0.39117727263682733,0.0,0.12788319295797934
7.196953922521709,0.4904674959754235,0.0,0.3029642349218209
7.203807450370262,0.5900928160173816,0.0,0.402887744866558
7.207747878316318,0.6898822244461001,0.0,0.6392697292297744
7.205353793513198,0.7896846893223182,0.0,0.9703865059659111
7.193051182143304,0.8887208131516997,0.0,1.2542908754968618
7.168453666145646,0.985424001262485,0.0,1.3548739087843231
7.129584494976304,1.07730484410929,0.0,1.3348241046163278
7.080485441252825,1.1641862026248957,0.0,1.4091927452862563
7.018644099931743,1.242424781434936,0.0,1.3855658347004818
6.946413765496659,1.3112720759328653,0.0,1.206077661906888
6.866529341431826,1.3710915168605533,0.0,1.0901060443575172
6.780820696885258,1.4222508138586314,0.0,0.9860953955219709
6.690106528832918,1.4638515866130701,0.0,0.7656737743777642
6.596526432576452,1.4987001615494486,0.0,0.5431903359104195
6.5012787259059825,1.5287251644733861,0.0,0.42823973740199195
6.404862358776266,1.554765741824678,0.0,0.36137448737569633
6.3075639766547935,1.5772154076602862,0.0,0.258002611786714
6.209636580445673,1.596847412016502,0.0,0.13868511953151197
6.1115531472207145,1.6156601393307433,0.0,0.13075009253634695
6.013292031444817,1.6335036099249738,0.0,0.14360875287432018
5.914623546455601,1.6489633385428573,0.0,0.1292430251295862
5.815983244741622,1.6645049322233842,0.0,0.0384552701924612
5.716920892226313,1.6771624993825305,0.0,-0.24885377855853985
5.618517485714249,1.6939765534335283,0.0,-0.37001075754038437
5.520915067698715,1.7151529731030508,0.0,-0.111869192543681
5.423686175644628,1.737986264297652,0.0,0.1568125937570919
5.325749752604511,1.7575316714258766,0.0,0.2574208288779656
5.227577164640205,1.7758636750597803,0.0,0.3945732359459009
5.128689204633734,1.789806303815726,0.0,0.40689647476496393
5.0291691382469965,1.798154778971244,0.0,0.2343523135657688
