x,y,v,kappa
-5.412313772837548,0.5111423150583723,4.509312084775057,0.9584407504847778
-5.316266626301142,0.4795771577121565,4.507610247557267,0.8231476297597763
-5.219755705774359,0.45644596943760846,4.566847571831173,0.6699423463896408
-5.121000962598328,0.43966783984295355,4.68313446565163,0.5308401924430824
-5.021850149413651,0.42816998306946225,4.821971335200772,0.3605056388041005
-4.9226892287463295,0.4202438918584596,4.955368759493801,0.1610108086866781
-4.8228559206215635,0.4139672325603738,5.083811479469907,0.015182625139208565
-4.7234512337546155,0.40788762455289246,5.207716445805357,-0.04072577634276463
-4.623675141298149,0.4014819229292712,5.327445394129828,0.05666326901905913
-4.524440794747859,0.3956232888698789,5.44331457092791,0.10355873701032473
-4.4240700153285255,0.39073423035103094,5.555602361608779,0.1277592945744109
-4.324752903305667,0.3871262262389,5.664555348648796,0.11869981838959437
-4.224665868282997,0.38467767156022936,5.770393177544596,0.113524395428705
-4.124653258449935,0.3833703331307971,5.873312505379771,0.11327071069696808
-4.024881652770977,0.383194342484217,5.973490234943562,0.111792903305149
-3.9244993755538937,0.38414061580121184,6.071086186325697,0.11001025520646884
-3.8249482688974545,0.3861708285540458,6.166245321145753,0.10476830568613645
-3.7244983902528466,0.3892734215590824,6.259099607709089,0.09920590299971693
-3.6250482950211578,0.39334704341185683,6.349769595497812,0.10588889118997942
-3.5247366272786227,0.3985204725053515,6.438365752516113,0.11484216311938626
-3.4253175485349243,0.4047431766805903,6.524989607738799,0.08029816225348352
-3.3252496413560966,0.4118146124999856,6.609734732294296,0.039564243257165496
-3.2257809236383803,0.41925794130804417,6.692687586362549,0.01677332061667911
-3.1258976849593623,0.4269016285882102,6.773928253590429,-0.0007696421336411012
-3.026291927676851,0.434528331139516,6.853531080763158,-0.003700919373809279
-2.9265210238290793,0.4421314162487133,6.931565237256072,-0.0005561647916420068
-2.826836471208984,0.4497195888964377,7.008095206230686,-0.0023276534620748483
-2.727155429579248,0.4572831862897,7.0831812174857225,-0.007580287147341193
-2.6273506147897847,0.46477970084264486,7.156879630216689,-0.014146727326600893
-2.527629958406972,0.47212700787932216,7.2292432725921945,-0.022578225991216522
-2.427770104098771,0.4792580490695868,7.300321743956687,-0.02753733968860116
-2.3278573571788246,0.486123993706597,7.370161684567543,-0.02327139509928454
-2.22830209089042,0.49273257811957855,7.438807017030441,-0.018855592602501352
-2.128218865939526,0.4991891790640925,7.506299162980116,-0.012401133234736756
-2.028870783670625,0.5054748741894824,7.572677238039867,-0.0057429484097911085
-1.9287549523463172,0.5117458217604879,7.6379782276634325,-0.002554897341502104
-1.8293110360294949,0.5179492246406836,7.702237146101884,0.0007489595070139937
-1.729267991971113,0.5241939169234612,7.765487180433702,0.0016577408065699126
-1.6297461563368412,0.5304226406606605,7.827759821338525,0.002441842302451606
