x,y,v,kappa
-1.1479502278826834,-0.22150190846947804,6.5800825350298995,0.2720646391641748
-1.0483089703091146,-0.22310644914601596,6.493620023989225,0.2845076827803377
-0.9487033888326332,-0.2218864511642597,6.407941346849585,0.29720405458946936
-0.849136343273326,-0.21771569082838985,6.32301671317507,0.3103003969349897
-0.7497883623793522,-0.2104718927340368,6.238762916176869,0.3237365541963861
-0.6506825458939314,-0.200023038248519,6.155070772339346,0.3374999196381565
-0.5520291260846801,-0.18625398178238256,6.07187758068045,0.35169308707667135
-0.4538729455957806,-0.16902869994380101,5.989115137005533,0.36633831714377013
-0.35645874157704344,-0.1482426859846668,5.906755845708673,0.3815327890485978
-0.2598563676946595,-0.12375682022429739,5.824679982829029,0.3971653864296422
-0.1643492626113339,-0.09548282182007123,5.742897671863893,0.41348946097824374
-0.07003586763756439,-0.063280682524561,5.661455200773874,0.43059715331325005
0.022754289998545264,-0.027083808060784843,5.58043317783872,0.44857409630462075
0.11388984527688256,0.013246654645212219,5.499388740832071,0.4665953438674318
0.2029953445639101,0.05774133011121725,5.418479004663084,0.4857682188237465
0.28990069021319187,0.10653029433894026,5.338638282934889,0.5074060482604588
0.3741670428561836,0.15961087374316835,5.260100441165913,0.5301913101763265
0.4555752096467764,0.21710469698718632,5.18071209255561,0.5500621386517917
0.5336516296403955,0.2789259532310863,5.1010368667906665,0.5721864352542894
0.608129095267978,0.34515271582051,5.0246795938865345,0.6017636783207946
0.6784318706905216,0.41565248030656476,4.952554133476952,0.6332036855824071
0.7441490494300126,0.49043034730964835,4.88244082483379,0.6606752061462894
0.8049154972235258,0.5695095794132972,4.813607782387442,0.6873628485242895
0.8601491389413363,0.652688223010041,4.766511345189856,0.7507669991871602
0.9087693911805362,0.7393845352289247,4.757560403598196,0.8351074251515733
0.9501384230529677,0.8298669257642834,4.755682403300886,0.850798374370886
0.9837778902766706,0.9236282106686551,4.753896858115463,0.8160846445207479
1.0097274088581563,1.0199664509406874,4.768871589299975,0.7738628889889301
1.0281029789252722,1.117891414803491,4.8010205161651465,0.7786632694496596
1.038860221538187,1.216824466077591,4.825072274236185,0.7530356513321113
1.0422109184584767,1.3160436091837824,4.857040899002478,0.6984086521678228
1.0386521639533386,1.4153820942479087,4.909594421253908,0.6605534778292128
1.0285005104225409,1.5148221663938328,4.971611073255092,0.6446208742760525
1.0120029666344519,1.6130333255217666,5.03137130312379,0.6746709037450025
0.9888705771084001,1.7101495545186152,5.0654790245769785,0.712177876430147
0.9589809325745097,1.8051655036152003,5.063474650924019,0.7384814262336505
0.9222080158637247,1.8976934285760503,5.061578374697709,0.720822149340252
0.8789804237524429,1.987367019463776,5.068900264492169,0.5959580442799878
0.8304039908304311,2.074484878740194,5.137613125929559,0.5128594342534669
0.777408327342226,2.158878058552179,5.237933968734982,0.5370158337720596
0.719977953550556,2.240303243903135,5.312023691553111,0.5487728824631064
0.6582282343539431,2.3185028781131596,5.369740832347964,0.5011249047515628
0.5926852422931917,2.393487080382347,5.4447240861620285,0.45748218924442097
0.5237405239009278,2.465434223502414,5.533280917977319,0.43317803935370697
0.4517751658161188,2.5343186059593075,5.6241120075797735,0.4105850167335591
0.3770233783549784,2.6002274370994427,5.716652812275898,0.3884279158899428
0.29982443159882466,2.6631560017320903,5.8110910675481415,0.3677683453118833
0.2203212373576717,2.72324322945702,5.906990656919679,0.353696995104783
0.1387918872333143,2.78046248680013,6.000983741069239,0.33967050446265146
0.055334515743080195,2.8349177813762565,6.093705665111232,0.3242311810139597
-0.029802972996420284,2.8866274261843436,6.186573296078549,0.3091878371731012
-0.11652665778835207,2.9357074060037367,6.278643044790139,0.29561453791998304
-0.20462955261944088,2.9821968815099265,6.368567136036675,0.28220731310351993
-0.29403112962957173,3.0262040176090257,6.456452981367369,0.26893642129522577
-0.3845573055604574,3.0677896407506835,6.5423993868935115,0.2558228391852902
-0.4761354932606868,3.1070633975975896,6.626497488769245,0.2430543051509536
-0.5686189373854904,3.1441004216446142,6.708831561836739,0.23035527293246558
-0.6619460548141964,3.1790127001211155,6.789479721842251,0.21721853570649985
-0.7559903007745429,3.2118912280257526,6.8685145378592685,0.20412457826487174
-0.8506994364625671,3.2428561567361687,6.946003568566246,0.19064946071719877
-0.945965540465942,3.272012177074401,7.022009833640678,0.17722645428588057
-1.0417459899389458,3.2994854803222253,7.0965922296141954,0.16392378153229495
-1.137948685218146,3.325387104067655,7.169805897983212,0.15066334224004554
-1.234543619311647,3.3498450874520826,7.241702552108932,0.1375638390941259
-1.3314505879902583,3.3729734599730308,7.312330768409307,0.1244812609643988
-1.4286516945820404,3.3949012982552773,7.3817362464977805,0.11151943317507967
-1.5260757733593242,3.4157446119112427,7.449962042223014,0.09856651503853615
-1.6237171341557322,3.4356334280379426,7.517048776982179,0.08576107308348034
-1.7215054200285722,3.454683384973912,7.583034826195285,0.07302664610345858
-1.8194508345489955,3.4730182588348364,7.647956489421648,0.06458489839855615
-1.9174921272353593,3.490718860885039,7.711848144257901,0.05617228734668548
-2.0156473664222583,3.5078623364403394,7.774742385868353,0.05440270227928523
-2.1138853441181955,3.5244720463801014,7.836670153753961,0.05261617888291349
-2.212213908962632,3.5405671379430084,7.897660847158161,0.050936742214449694
-2.310622084745905,3.5561628604144104,7.957742430330264,0.0492587460409314
-2.409106783905502,3.571275656057358,8.016941528715117,0.04754097408510044
-2.507660464822104,3.5859215536124127,8.07528351700711,0.045825030470537105
-2.606281865418453,3.6001175658384623,8.132792599894131,0.044122775360179695
-2.70496250641179,3.6138795677584454,8.189491886219828,0.04242153942390535
-2.803702845869006,3.6272246824257968,8.245403457208289,0.040716294468268244
-2.9024939305458894,3.6401687752237706,8.300548429322035,0.039011869988284126
-3.001337355134421,3.652729117513898,8.354947012260526,0.03730953116938853
-3.1002238482448456,3.664921569943636,8.408618562550593,0.03560762298298576
-3.1991560139483326,3.6767634818361214,8.461581633131521,0.03390297413569618
-3.2981244990303122,3.688270772510327,8.513854019294751,0.032198475947267303
-3.397132633576079,3.699460857456744,8.565452801300488,0.0304987358268803
-3.4961709740609694,3.7103496578691044,8.616394383960422,0.028799343854187996
-3.595243436818517,3.7209545886401036,8.666694533446444,0.027092482469002428
-3.694340927781836,3.7312917063938493,8.716368411559333,0.02538487710819488
-3.7934675299166805,3.741378461270226,8.765430607668458,0.023690694549759906
-3.89261438022866,3.751230876594866,8.813895168513064,0.0219974294302006
-3.991785993079167,3.760866304858681,8.861775626037593,0.02029654794005105
-4.090973367563006,3.7703008255592594,8.909085023417283,0.018594878283802806
-4.190181279882299,3.7795518854677734,8.955835939415815,0.016877864753426407
-4.2894016177745975,3.788635825258403,9.00204051120383,0.015159143787776335
-4.388638646186324,3.7975700006877693,9.047710455755572,0.013558701009251484
-4.487884598126491,3.806369832912402,9.092857089930444,0.011967897517987955
-4.587144378088031,3.815051455818869,9.137491349336992,0.010487857575556946
-4.686409469915129,3.8236290295320123,9.181623806068313,0.009017272219467283
-4.78568568980856,3.8321177108388147,9.225264685390357,0.007546624710728477
-4.884964953943618,3.840531461512731,9.268423881457721,0.006075556197749419
-4.9842524495211595,3.8488853875731897,9.311110972125292,0.0045971666067659385
-5.083540792841658,3.8571935861346165,9.353335232918557,0.0031178266302654277
-5.182834785342448,3.8654711925224,9.395105650220248,0.0016413684780754473
-5.282126984927194,3.8737322986164617,9.436430933726392,0.0001649643917726707
-5.381422380998646,3.8819920289646723,9.47731952822065,-0.0013127539697747347
-5.48071368427125,3.8902644961627453,9.517779624712015,-0.002790864241510369
-5.580005709927349,3.8985648208333767,9.557819170977405,-0.004264925608741107
-5.679291190131226,3.906907085580037,9.59744588154763,-0.005738785143920854
-5.778573973029423,3.915305467988851,9.63666724717217,-0.006579216599708853
-5.877849878736523,3.9237688143064937,9.675490543795682,-0.007338806625116148
-5.9771191010867275,3.9323021270539993,9.71392284107666,-0.006102192718874273
-6.0763855875690505,3.940896001454057,9.751971010476469,-0.00459980937629254
-6.175645845030945,3.949534772843983,9.78964173294496,-0.0027861189948866234
-6.274906466311213,3.958201339316128,9.778031328638788,-0.0009296129275818399
-6.374162738425076,3.9668740236915987,9.617078699288,0.003112963534365336
-6.473425942610321,3.9755162839448612,9.457097575976448,0.007472539414128289
-6.572687239296241,3.984081201733055,9.299883625564089,0.014005886883972444
-6.6719723620352385,3.992508604215323,9.14548083239763,0.02086307732995933
-6.771261918973303,4.000728681753797,8.99352716846172,0.02760295085473058
-6.870588394703069,4.008676833468094,8.843745920722515,0.03432065288533011
-6.96992832951807,4.016283773474748,8.696237381591994,0.041450207983987
-7.069310969970172,4.023481256966047,8.550792385080431,0.04864552617752784
